,algorithm,dataset,datasize,clscnt,fcnt,runtime,iterno,numlocal,vmi,ami,ari
1,PCM,shuttle,10000,5,2,2107.2078078400855,153,,0.2842,0.284,0.1325
2,FCM,shuttle,10000,5,2,113.4359601632897,2334,,0.2109,0.2107,0.1453
3,SPCM,shuttle,10000,5,2,918.5165491971103,220,,0.1906,0.1904,0.0349
4,PFCM,shuttle,10000,5,2,610.8943223953247,2,,0.4061,0.406,0.2567
5,WPCM,shuttle,10000,5,2,2273.649215698242,309,,0.3421,0.3419,0.1616
6,HCM,shuttle,10000,5,2,16.596993354901876,219,,0.3194,0.3192,0.2255
